14.6575	-0.43778
22.3006	-0.665128
20.105	-0.7453
22.961	-0.612812
20.061	-0.599635
18.0286	-0.686059
16.1495	-0.76889
19.3905	-0.616269
18.3797	-0.586491
17.8252	-0.729368
16.3324	-0.504171
20.4648	-0.575205
17.9282	-0.6214
16.4034	-0.690764
19.4458	-0.669865
51.4435	-1.89675
108.224	-2.03729
135.323	-1.9875
194.25	-2.19645
222.717	-2.13924
262.115	-1.98538
256.054	-1.99486
263.372	-1.90534
215.171	-2.10389
175.587	-2.0005
181.185	-1.94567
194.915	-1.97115
200.213	-1.91745
204.064	-1.93106
210.391	-1.96909
204.762	-2.0507
219.09	-2.00197
226.732	-2.01693
233.48	-1.92538
220.4	-1.98437
229.226	-1.90954
496.873	-1.54283
858.946	-1.64289
953.336	-1.45131
1074.17	-1.28456
1060.65	-1.25646
938.979	-1.43687
932.738	-1.40954
1014.3	-1.15143
857.008	-1.27752
768.903	-1.24141
594.865	-1.18015
245.429	-0.861214
391.331	-0.551394
555.61	-0.768876
760.904	-0.577616
1038.48	-0.0836917
1091.85	0.0491522
1012.14	0.0187911
894.251	-0.14031
829.82	-0.229967
700.998	-0.439096
423.129	-0.862169
107.152	-1.28319
85.5245	-1.36455
113.265	-1.48862
121.565	-1.68108
147.948	-1.66055
144.476	-1.75222
156.605	-1.8092
171.345	-1.80413
167.282	-1.85301
258.418	-1.60337
448.178	-1.61574
539.846	-1.64326
583.225	-1.53522
592.215	-1.447
577.388	-1.43662
569.894	-1.22915
505.891	-1.07848
353.062	-0.908832
212.761	-0.701781
156.431	-0.392927
110.671	-0.348026
135.348	-0.448318
153.181	-0.54362
214.632	-0.538345
218.813	-0.845967
262.105	-0.973326
345.189	-0.941595
438.26	-0.976557
482.498	-1.11303
451.288	-1.25955
312.397	-1.48289
141.712	-1.85202
95.4966	-1.86009
80.3496	-2.00109
73.1623	-1.9945
60.2154	-1.89303
105.65	-1.09705
96.3897	-0.986402
75.0095	-0.707777
119.833	0.342757
124.717	-0.0880906
120.667	0.180311
108.404	0.271775
37.943	-0.486667
25.9322	-0.478328
23.9523	-0.751355
29.2297	-0.973278
89.5307	-1.97559
122.133	-2.17694
152.53	-1.91341
636.083	-0.501064
666.612	-0.923367
345.534	-1.57487
226.157	-1.88829
144.267	-1.95133
89.9949	-1.96538
60.3018	-1.77421
44.228	-1.40992
44.0004	-1.20717
44.3356	-0.672166
42.3786	-0.140029
46.3907	0.184677
49.7849	0.417166
67.2156	0.875365
85.452	0.958381
115.183	1.41311
122.504	1.01416
104.274	0.756233
73.806	0.693015
72.1745	0.113502
51.7451	0.0149818
31.0254	-0.43914
21.8095	-0.612963
21.694	-0.376742
20.239	-0.611449
18.3119	-0.610867
20.5831	-0.727314
25.3921	-0.668727
33.982	-0.630068
39.7144	-1.12664
107.142	-1.28583
460.153	-1.25651
85.8664	-1.27801
33.2216	-1.43649
256.15	-0.145853
501.713	-0.714984
702.228	-1.18381
735.298	-1.16734
728.259	-1.21851
698.565	-1.26443
638.542	-1.37943
621.237	-1.34794
658.681	-1.16411
639.49	-1.21013
526.589	-1.50956
509.476	-1.59015
460.481	-1.79822
377.066	-1.94517
317.503	-2.05642
391.248	-1.96983
343.033	-2.10708
270.931	-2.21116
104.09	-1.85989
35.5225	-1.80973
37.1828	-1.5925
31.9087	-1.66273
34.6215	-1.6422
31.2428	-1.59847
26.4762	-1.44835
37.8555	-0.923515
85.0338	-0.270496
34.791	-0.958408
36.2198	-1.12172
32.2787	-1.2613
34.7023	-1.05479
40.0099	-1.11223
47.7223	-1.58242
63.5726	-1.79277
99.7685	-1.78777
158.839	-1.80678
137.152	-1.96112
111.809	-1.54169
111.664	-1.9919
325.761	-2.2594
122.53	-1.74876
99.3712	-1.43041
46.9164	-1.58584
61.0952	-2.20468
46.3009	-1.94524
43.5799	-1.94444
37.8686	-1.75316
36.3825	-1.57856
29.6855	-1.54433
31.5304	-1.34021
27.9837	-1.37531
22.8975	-1.21771
24.4817	-1.04633
20.8489	-0.82408
17.9551	-0.626651
21.3424	-0.453876
19.5028	-0.547532
21.9845	-0.741415
18.8279	-0.648931
15.1697	-0.507065
19.02	-0.582129
19.7583	-0.615285
18.8202	-0.514647
14.0596	-0.681484
19.9045	0.164074
23.4877	-0.0213275
14.4499	-0.670652
14.2029	-0.530443
13.2161	-0.730376
14.6609	-0.664562
15.6871	-0.762273
14.5726	-0.679332
13.8522	-0.410126
14.6984	-0.265577
20.8106	-0.552447
331.42	-0.246573
305.134	-0.440475
464.571	-1.38974
550.426	-1.2583
216.327	-1.16672
208.664	-0.843288
362.756	-1.19948
514.285	-1.44754
677.185	-1.39099
720.206	-1.43114
796.936	-1.35247
766.858	-1.45297
805.374	-1.32047
766.37	-1.29045
624.626	-1.33141
563.468	-1.26121
452.075	-1.16861
337.209	-1.14807
276.957	-1.16303
231.527	-1.19233
209.297	-1.15757
206.401	-1.11798
260.833	-0.865263
374.392	-0.501096
509.394	-0.433222
701.842	-0.366736
918.346	-0.407058
1175.91	-0.502248
1222.26	-0.703279
982.872	-0.960693
727.238	-1.17288
528.236	-1.31892
420.302	-1.43011
375.32	-1.43153
363.81	-1.55304
283.649	-2.06615
137.625	-2.24375
78.6772	-1.63091
256.814	-1.35409
385.548	-1.80545
306.825	-2.09981
203.333	-1.56716
436.921	-1.73185
690.454	-1.80192
901.105	-1.51482
1044.24	-1.35271
1265.22	-1.20347
1505.77	-1.00901
1534.25	-1.01487
1621.18	-0.919691
1647.79	-0.917804
1579.93	-1.01886
1562.64	-1.06639
1459.13	-1.16639
1248.63	-1.34539
1028.23	-1.52512
828.24	-1.43806
657.701	-1.41432
605.082	-1.39169
586.65	-1.3378
389.631	-1.56288
214.725	-1.63535
217.34	-1.59816
204.714	-1.66801
196.083	-1.74536
221.046	-1.64065
241.35	-1.67798
399.78	-1.67774
631.794	-1.25118
615.126	-1.23605
520.26	-1.37832
353.013	-1.58375
198.987	-1.56409
139.25	-1.85792
130.502	-1.89799
119.346	-1.8963
97.4768	-1.85572
72.7944	-1.92496
85.9131	-1.8254
56.9402	-1.8885
35.355	-1.43019
19.0302	-1.07335
19.7996	-1.02874
19.0873	-0.953496
164.392	-0.59132
572.366	-0.488742
126.681	-0.46936
343.954	-1.64078
693.006	-1.41227
353.598	-1.83766
432.531	-2.22632
99.9727	-2.33253
44.6077	-1.80825
32.3732	-1.59871
26.8714	-1.69877
44.8632	-1.12179
195.251	-0.697887
127.036	-1.01507
87.4509	-1.29965
260.801	-1.77325
501.759	-1.22883
513.313	-1.18924
422.746	-1.24361
259.761	-1.4534
102.244	-1.51114
30.3918	-1.50831
21.6265	-1.28138
23.2736	-1.18097
140.201	-0.568555
147.236	-0.52983
52.4412	-0.78763
38.2313	-1.15633
211.735	-1.74821
327.025	-1.64156
311.197	-1.76986
201.113	-1.43638
117.196	-1.25548
121.744	-0.328071
132.585	0.418514
120.8	0.637822
116.899	0.885439
120.311	1.29859
125.008	1.26782
107.807	1.13979
100.183	0.953155
103.84	0.715391
85.8438	0.312628
108.155	-1.1379
223.097	-1.03805
334.649	-1.02141
276.885	-1.24366
281.752	-1.08384
105.339	-1.25086
79.2268	-0.477485
92.7265	0.155375
80.4648	0.388009
59.2644	0.0967662
32.4836	-0.114503
32.2546	-0.297701
25.8106	-0.212579
22.0876	-0.187659
23.2647	-0.23248
28.2765	-0.942066
28.2003	-0.62486
44.6863	-0.799654
159.177	-1.91484
259.642	-2.24755
132.823	-2.43502
155.738	-2.29714
142.552	-1.7746
108.291	-1.85846
102.531	-1.90301
109.082	-1.69062
118.178	-1.36713
119.091	-1.08604
136.701	-0.890584
157.077	-0.850724
120.307	-1.45848
66.9448	-1.88196
52.6939	-2.12167
50.6822	-1.96318
50.512	-1.81035
47.1899	-1.79238
38.7604	-1.73153
25.958	-1.64572
23.2593	-1.46538
22.0113	-1.35353
19.123	-1.1629
163.459	-0.938791
105.355	-0.907858
67.2287	-0.719478
38.0475	-1.12723
53.668	-1.91451
149.716	-2.05574
184.9	-1.95852
186.13	-2.08606
107.39	-2.1615
56.8516	-1.90257
112.438	-1.48538
165.595	-1.51965
109.175	-1.3687
42.389	-1.08406
18.7776	-1.18775
19.7867	-1.00241
18.4096	-0.966517
18.8398	-1.04367
47.9073	-0.891263
112.732	-1.21462
47.9534	-1.11029
176.249	-1.65977
328.964	-1.95092
388.068	-2.01148
483.35	-1.77096
523.336	-1.77811
590.687	-1.62614
563.671	-1.66713
512.983	-1.72824
385.144	-1.87353
236.53	-1.98196
95.5092	-1.80744
78.8851	-1.86713
67.7843	-1.80752
52.6653	-1.92231
41.9039	-1.85691
37.143	-2.04061
40.5264	-1.85203
30.2819	-1.7035
30.7645	-1.50868
22.7627	-1.4869
22.4426	-1.2358
18.0123	-1.11693
17.6159	-1.15802
17.0793	-1.18017
11.3878	-0.400133
18.2643	-0.449091
18.4419	-0.626127
18.3389	-0.54566
17.216	-0.414655
18.2846	-0.5659
17.3935	-0.460308
18.1608	-0.689861
22.1853	-0.759139
19.6723	-0.744588
